CODE,ENGLISH,FRENCH,GERMAN,POLISH,SPANISH,ITALIAN,SWEDISH,CZECH,HUNGARIAN,DUTCH,PORTUGUESE,RUSSIAN,FINNISH,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB12180,Naturally,the,government,will,seek,to,aid,Naturellement,,le,gouvernement,va,intervenir.,Nat�rlich,wird,die,Regierung,Hilfe,leisten.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC12190,One,of,our,refineries,in,$PROVINCENAME$,has,been,doing,rather,well,lately,,with,production,exceeding,expected,quotas,by,several,thousand,gallons.,Due,to,storage,problems,,the,refinery,owner,has,approached,the,government,with,a,deal,to,buy,the,fuel,at,a,steep,discount.,We,could,either,buy,the,fuel,ourselves,,or,turn,him,down,and,wait,for,him,to,float,the,cheap,fuel,on,the,market.,The,local,impact,of,cheap,fuel,should,make,the,locals,fairly,happy,,but,we,could,probably,use,the,fuel,ourselves.,La,raffinerie,de,$PROVINCENAME$,s'est,bien,comportait,,avec,une,production,d�passant,les,quotas,attendus,de,plusieurs,milliers,de,gallons.,En,raison,de,problemes,de,stockage,,le,propri�taire,de,la,raffinerie,a,contact�,le,gouvernement,avec,un,accord,pour,acheter,le,carburant,avec,une,forte,remise.,Nous,pourrions,soit,acheter,le,carburant,nous-memes,,soit,le,refuser,et,attendre,de,voir,flotter,le,cours,sur,le,march�.,Les,r�percussions,locales,d'un,carburant,bon,march�,devraient,rendre,les,gens,du,pays,plut�t,heureux,,mais,nous,pourrions,probablement,utiliser,ce,carburant,nous-memes.,Die,$PROVINCENAME$-Raffinierie,l�uft,gut,,und,die,Produktion,�bersteigt,die,erwarteten,Mengen,um,Tausende,von,Litern.,Aus,Lagerplatzmangel,hat,sich,der,Raffinieriebesitzer,an,die,Regierung,gewandt,,der,er,den,Treibstoff,zu,einem,hohen,Rabatt,verkaufen,will.,Wir,k�nnten,den,Treibstoff,entweder,selber,kaufen,,oder,ihn,abweisen,und,warten,,bis,er,den,Treibstoff,billig,auf,den,Markt,wirft.,Die,Menschen,vor,Ort,werden,�ber,die,billigen,Treibstoffpreise,recht,gl�cklich,sein,,aber,wir,k�nnten,den,Treibstoff,wohl,auch,selbst,gut,gebrauchen.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME12190,Overproduction,at,the,Refinery,Surproduction,�,la,raffinerie,�berproduktion,in,der,Raffinerie,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA12190,Buy,the,fuel,Acheter,le,carburant,Treibstoff,kaufen,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB12190,Turn,down,the,offer,Rejeter,l'offre,Angebot,ablehnen,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC12200,Another,tragic,day,for,our,labourers,today,,as,an,accident,was,reported,as,having,claimed,several,lives,in,one,of,our,iron,mines,in,$PROVINCENAME$.,Several,workers,have,been,reported,injured,,and,some,are,still,missing.,A,faulty,support,beam,in,the,mine,collapsed,to,cause,the,accident,,reports,from,provincial,inspectors,say.,The,incident,is,bound,to,raise,at,least,a,local,debate,on,working,conditions,in,our,mines.,Un,autre,jour,tragique,pour,nos,ouvriers,,un,accident,a,�t�,signal�,comme,ayant,fait,plusieurs,morts,dans,la,mine,de,fer,de,$PROVINCENAME$.,Plusieurs,travailleurs,sont,bless�s,,et,certains,sont,toujours,port�s,disparus.,Une,poutre,de,soutien,d�fectueuse,de,la,mine,s'est,effondr�e,causant,l'accident,d'apres,les,premiers,rapports.,L'incident,devra,amener,au,moins,un,d�bat,local,sur,les,conditions,de,travail,dans,nos,mines.,Heute,war,ein,weiterer,tragischer,Tag,f�r,unsere,Arbeiter,,denn,es,wurde,von,einem,Ungl�ck,in,der,Eisenerzmine,von,$PROVINCENAME$,berichtet,,das,mehrere,Leben,gekostet,haben,soll.,Mehrere,Arbeiter,sollen,verletzt,sein,,und,manche,werden,noch,vermisst.,Ein,besch�digter,Tragbalken,in,der,Mine,brach,zusammen,und,verursachte,das,Ungl�ck,,sagen,Berichte,aus,$PROVINCENAME$.,Der,Vorfall,wird,garantiert,mindestens,eine,lokale,Debatte,�ber,die,Arbeitsbedingungen,in,unseren,Minen,ausl�sen.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME12200,Tragedy,at,the,Mine,Drame,�,la,mine,Trag�die,in,der,Mine,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA12200,The,interests,of,industry,will,prevail,Les,int�r�ts,de,l'industrie,pr�valent.,Die,Interessen,der,Industrie,werden,Vorrecht,haben.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB12200,Our,workers,must,be,kept,safe,and,sound,Il,faut,assurer,la,s�curit�,de,nos,travailleurs.,Unsere,Arbeiter,m�ssen,ein,sicheres,Arbeitsumfeld,haben.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC12210,A,fisherman,off,the,$COUNTRY_ADJ$,coast,has,brought,in,an,enormous,catch,today.,His,trawler,is,practically,teeming,with,the,riches,of,the,richest,of,oceans,as,he,anchors,in,the,harbour,,and,fairly,soon,other,fishermen,are,able,to,repeat,his,example.,The,fishing,is,unusually,good,this,year,,it,seems.,Une,pecheur,au,large,des,c�tes,de,$PROVINCENAME$,a,fait,une,prise,�norme,aujourd'hui.,Son,chalutier,est,quasiment,regorgeant,de,richesses,du,plus,riche,des,oc�ans,,il,jette,l'ancre,dans,le,port,,et,tres,bient�t,d'autres,pecheurs,seront,en,mesure,de,r�p�ter,son,exemple.,La,peche,est,exceptionnellement,bonne,cette,ann�e,,a,ce,qu'il,semble.,En,Fischer,an,der,K�ste,von,$PROVINCENAME$,brachte,heute,einen,enormen,Fang,heim.,Sein,Kutter,ist,so,vollgeladen,mit,den,reichsten,Reicht�mern,des,Ozeans,,dass,er,beim,Ankern,im,Hafen,fast,Wasser,zieht,,und,bald,schon,werden,andere,Fischer,es,ihm,gleichtun,k�nnen.,Dieses,Jahr,ist,das,Fischen,in,$PROVINCENAME$,wohl,besonders,gut,,wie,es,scheint.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME12210,The,Old,Man,and,The,Sea,Le,vieil,homme,et,la,mer,Der,alte,Mann,und,das,Meer,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA12210,Excellent!,Excellent,!,Exzellent!,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB12210,Help,feed,the,local,poor,Nourrir,les,d�favoris�s,locaux,Die,Armen,vor,Ort,f�ttern.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC12220,The,tea,harvest,is,unusually,large,this,year,,and,nowhere,is,it,larger,than,in,one,of,our,farming,provinces,,$PROVINCENAME$.,\n,Should,we,let,the,farmers,keep,an,extra,portion,of,the,harvest,,let,our,merchants,sell,it,for,profit,,or,should,we,stockpile,it,for,later,use?,La,r�colte,du,th�,est,inhabituellement,�lev�e,cette,ann�e,,et,n'est,nulle,part,plus,importante,qu'a,$PROVINCENAME$.,Partout,ou,l'on,s'aventure,dans,les,domaines,,des,sacs,et,des,sacs,en,position,align�e,,d�bordant,de,feuilles,fra�chement,cueillies,d'une,merveilleuse,senteur,de,th�.,Cette,r�colte,sera,probablement,rentable,pendant,des,ann�es,si,nous,sommes,capables,d'en,tirer,profit.,Devrions-nous,laisser,les,r�coltants,en,garder,une,part,suppl�mentaire,,laisser,nos,marchands,le,vendre,dans,un,but,lucratif,imm�diat,,ou,devrions-nous,le,stocker,pour,une,utilisation,ult�rieure,?,Die,Teeernte,ist,ungew�hnlich,reich,dieses,Jahr,,und,nirgendwo,ist,sie,reicher,als,in,$PROVINCENAME$.,�berall,in,der,gesamten,Region,stehen,S�cke,�ber,S�cke,in,Reihe,,die,vor,frisch,gepfl�ckten,Bl�ttern,herrlich,riechenden,Tees,�berquellen.,Diese,Ernte,wird,uns,vermutlich,auf,Jahre,hinaus,reich,machen,,wenn,wir,unsere,Karten,richtig,spielen.,Sollen,wir,den,Bauern,eine,Extraportion,der,Ernte,�berlassen,,oder,unsere,Kaufleute,sie,ver�u�ern,lassen,,oder,sollen,wir,sie,f�r,sp�teren,Gebrauch,lagern?,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME12220,All,the,Tea,in,$COUNTRY$,Le,th�,de,$COUNTRY$,Der,ganze,Tee,in,$COUNTRY$,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA12220,Stockpile,the,extra,tea,Stocker,en,r�serve,nationale,l'exc�dent,de,th�,�bersch�ssigen,Tee,lagern.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB12220,Let,the,farmers,keep,some,Laisser,les,producteurs,en,garder,un,peu,Lasst,den,Bauern,etwas.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTC12220,Our,merchants,need,the,tea,Nos,marchands,ont,besoin,du,th�,Unsere,Kaufleute,brauchen,den,Tee.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC12230,A,local,radio,station,in,one,of,our,provinces,,$PROVINCENAME$,,is,facing,a,shortage,of,radio,components,for,their,transmitters,,and,have,been,forced,to,cease,broadcasts,until,the,situation,is,resolved.,Local,authorities,have,suggested,lending,some,of,the,government�s,radio,components,to,the,station,,as,it,fears,that,the,local,populace,will,be,alarmed,by,a,lack,of,news,from,the,front.,La,station,de,radio,de,$PROVINCENAME$,est,confront�e,a,une,p�nurie,de,composants,radio,pour,ses,�metteurs,,et,est,contrainte,de,cesser,la,diffusion,jusqu'a,ce,que,la,situation,soit,r�solue.,Les,autorit�s,locales,ont,sugg�r�,des,prets,de,composants,radio,du,gouvernement,a,la,station,,car,elle,craint,que,la,population,s'alarme,par,le,manque,de,nouvelles,du,front.,Ein,lokaler,Radiosender,in,$PROVINCENAME$,hat,zuwenig,Ersatzteile,f�r,seine,�bertragungsanlage,und,ist,gezwungen,,mit,dem,Senden,aufzuh�ren,,bis,die,Situation,beigelegt,ist.,Lokale,Beamte,haben,vorgeschlagen,,dem,Sender,ein,paar,Ersatzteile,des,Regierungssenders,zu,leihen,,da,sie,f�rchten,,dass,die,Bewohner,aufgebracht,werden,k�nnten,,wenn,sie,zu,lange,keine,Nachrichten,von,der,Front,bekommen.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME12230,$COUNTRY_ADJ$,Radio,La,radio,locale,de,$PROVINCENAME$,Radio,$PROVINCENAME$,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA12230,We,have,none,to,spare,Nous,n'avons,rien,�,gaspiller.,Wir,haben,keine,Extrateile.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
